device_id,site_id,user_id,device_type,model,firmware,registration_status,provisioning_status,last_registered
DEV02694,SITE004,USER01903,Cisco 8841,8841,14.2,Registered,Provisioned,2026-08-15
DEV02695,SITE004,USER00553,Webex App,8865,14.3,Registered,Pending,2026-04-01
DEV02696,SITE012,USER01660,Room Kit,8851,14.3,Registered,Provisioned,2026-07-08
DEV02697,SITE013,USER01648,Room Kit,Webex App,15.1,Registered,Failed,2026-07-08
DEV02698,SITE017,USER01925,Cisco 8851,8851,14.3,Registered,Failed,2026-05-15
DEV02699,SITE032,USER01706,Room Kit,Webex App,14.2,Registered,Provisioned,2025-11-21
DEV02700,SITE027,USER02322,Cisco 8851,8841,14.4,None,Pending,2026-08-24
DEV02701,SITE021,USER01795,Webex App,8841,14.4,Registered,Provisioned,2026-02-06
DEV02702,SITE023,USER00479,Cisco 8865,Webex App,15.0,Registered,Pending,2026-03-19
DEV02703,SITE013,USER01524,Cisco 8851,Webex App,14.4,Registered,Pending,2025-12-22
DEV02704,SITE023,USER00304,Cisco 8841,8865,14.3,Registered,Provisioned,2025-12-16
DEV02705,SITE013,USER00831,Cisco 8841,Room Kit,15.0,Registered,Failed,2026-08-02
DEV02706,SITE018,USER02225,Cisco 8865,Webex App,14.2,None,Provisioned,2025-12-12
DEV02707,SITE021,USER01295,Cisco 8865,Room Kit,15.1,Registered,Provisioned,2026-07-19
DEV02708,SITE015,USER01129,Cisco 8865,Webex App,15.0,Registered,Failed,2025-12-02
DEV02709,SITE017,USER02132,Cisco 8841,8851,15.0,Registered,Provisioned,2025-11-28
DEV02710,SITE007,USER02352,Webex App,8841,14.2,Unregistered,Provisioned,2026-03-24
DEV02711,SITE027,USER01939,Cisco 8851,Webex App,14.2,Registered,Provisioned,2026-08-18
DEV02712,SITE016,USER00708,Webex App,8841,15.1,Registered,Pending,2026-04-20
DEV02713,SITE021,USER00588,Webex App,8841,15.1,None,Provisioned,2026-02-09
DEV02714,SITE032,USER01002,Webex App,8841,14.4,Registered,Provisioned,2025-12-14
DEV02715,SITE027,USER00394,Cisco 8851,8841,14.3,Registered,Provisioned,2026-04-30
DEV02716,SITE018,USER00463,Cisco 8865,8851,14.2,Registered,Provisioned,2026-05-25
DEV02717,SITE001,USER00718,Cisco 8841,8841,14.4,Registered,Pending,2026-07-03
DEV02718,SITE008,USER01735,Room Kit,Webex App,15.0,Unregistered,Provisioned,2026-07-27
DEV02719,SITE010,USER00614,Webex App,8851,15.0,Registered,Provisioned,2025-12-19
DEV02720,SITE021,USER01262,Room Kit,Room Kit,15.0,Registered,Failed,2026-08-05
DEV02721,SITE029,USER00889,Room Kit,Room Kit,14.4,Registered,Pending,2025-12-19
DEV02722,SITE030,USER02233,Cisco 8865,Webex App,14.3,Registered,Provisioned,2026-01-02
DEV02723,SITE009,USER01123,Cisco 8851,8841,14.3,Unregistered,Provisioned,2026-07-09
DEV02724,SITE013,USER00821,Cisco 8865,8841,15.0,Registered,Provisioned,2026-07-26
DEV02725,SITE002,USER02200,Webex App,Webex App,15.0,Registered,Provisioned,2026-02-04
DEV02726,SITE009,USER01498,Cisco 8851,Room Kit,14.4,Registered,Pending,2026-02-03
DEV02727,SITE022,USER01790,Cisco 8865,8865,14.3,Unregistered,Provisioned,2026-07-27
DEV02728,SITE014,USER02282,Webex App,8841,14.2,Unregistered,Pending,2026-05-06
DEV02729,SITE003,USER02494,Cisco 8841,8851,14.4,Registered,Provisioned,2025-12-13
DEV02730,SITE029,USER01303,Cisco 8865,Webex App,15.0,Registered,Provisioned,2026-01-10
DEV02731,SITE001,USER02149,Cisco 8851,Webex App,15.0,Registered,Provisioned,2026-03-11
DEV02732,SITE007,USER00973,Webex App,8851,15.0,Registered,Provisioned,2025-11-29
DEV02733,SITE025,USER01331,Cisco 8865,8841,15.1,Unregistered,Provisioned,2026-08-27
DEV02734,SITE010,USER01374,Cisco 8841,Room Kit,14.4,None,Provisioned,2026-02-08
DEV02735,SITE010,USER00138,Cisco 8865,8851,14.4,Registered,Provisioned,2026-06-18
DEV02736,SITE026,USER02190,Cisco 8865,8841,14.4,None,Provisioned,2026-01-28
DEV02737,SITE027,USER01620,Room Kit,8865,14.3,Registered,Provisioned,2026-07-27
DEV02738,SITE026,USER01337,Cisco 8851,Room Kit,14.2,Registered,Provisioned,2026-02-24
DEV02739,SITE030,USER01149,Webex App,8841,14.2,Registered,Failed,2026-05-15
DEV02740,SITE031,USER02094,Cisco 8851,Webex App,15.0,None,Pending,2026-05-28
DEV02741,SITE033,USER00838,Cisco 8865,Room Kit,14.4,Registered,Provisioned,2026-07-11
DEV02742,SITE010,USER01703,Cisco 8841,Webex App,14.3,Unregistered,Provisioned,2026-08-18
DEV02743,SITE029,USER00732,Room Kit,8865,14.4,Registered,Provisioned,2026-06-01
DEV02744,SITE025,USER01030,Cisco 8851,Room Kit,15.1,Registered,Provisioned,2026-02-10
DEV02745,SITE004,USER00812,Cisco 8851,Webex App,14.2,Unregistered,Provisioned,2026-07-17
DEV02746,SITE028,USER02115,Cisco 8851,Room Kit,14.4,Registered,Provisioned,2026-08-11
DEV02747,SITE023,USER01408,Cisco 8851,Webex App,15.1,Registered,Pending,2026-06-24
DEV02748,SITE017,USER01421,Webex App,8865,14.2,Registered,Provisioned,2026-07-19
DEV02749,SITE007,USER01001,Cisco 8865,Webex App,14.4,Registered,Provisioned,2026-06-15
DEV02750,SITE012,USER01452,Cisco 8851,Room Kit,15.1,Registered,Provisioned,2026-04-14
DEV02751,SITE031,USER00510,Cisco 8865,Room Kit,15.1,Unregistered,Provisioned,2026-06-13
DEV02752,SITE035,USER01583,Cisco 8865,8865,14.4,Registered,Provisioned,2026-07-15
DEV02753,SITE029,USER00553,Room Kit,8851,14.2,Registered,Pending,2025-12-01
DEV02754,SITE031,USER02494,Cisco 8865,8851,14.3,Registered,Provisioned,2026-07-11
DEV02755,SITE019,USER00938,Room Kit,8841,14.4,Registered,Pending,2026-06-23
DEV02756,SITE032,USER01890,Room Kit,Webex App,14.3,Registered,Provisioned,2026-07-24
DEV02757,SITE032,USER00703,Cisco 8841,Room Kit,14.2,Registered,Pending,2025-11-08
DEV02758,SITE029,USER00265,Webex App,8851,15.0,Unregistered,Pending,2026-01-18
DEV02759,SITE017,USER00562,Cisco 8841,8851,15.0,Unregistered,Provisioned,2026-07-07
DEV02760,SITE034,USER01907,Webex App,8865,14.3,None,Provisioned,2026-05-20
DEV02761,SITE015,USER02252,Cisco 8851,Room Kit,14.2,Registered,Provisioned,2026-04-23
DEV02762,SITE007,USER01540,Cisco 8851,8865,14.2,Registered,Failed,2026-02-17
DEV02763,SITE002,USER00065,Cisco 8841,8851,14.3,Registered,Provisioned,2026-02-26
DEV02764,SITE033,USER01662,Cisco 8851,8865,14.2,Registered,Provisioned,2026-03-03
DEV02765,SITE019,USER00752,Webex App,8851,14.2,Registered,Provisioned,2026-02-04
DEV02766,SITE027,USER00821,Webex App,Webex App,14.3,Registered,Provisioned,2025-12-14
DEV02767,SITE008,USER01623,Cisco 8851,8851,14.3,Registered,Provisioned,2026-07-04
DEV02768,SITE035,USER00731,Cisco 8865,Room Kit,14.4,Registered,Provisioned,2026-08-29
DEV02769,SITE008,USER01680,Cisco 8851,8865,15.0,Registered,Provisioned,2026-08-26
DEV02770,SITE020,USER00554,Cisco 8841,8841,14.2,Unregistered,Provisioned,2026-05-30
DEV02771,SITE001,USER00204,Cisco 8841,Webex App,14.3,Registered,Provisioned,2026-06-16
DEV02772,SITE002,USER02017,Cisco 8841,8865,14.3,Registered,Provisioned,2025-12-22
DEV02773,SITE004,USER02436,Webex App,8851,14.4,Registered,Provisioned,2026-07-09
DEV02774,SITE012,USER01265,Room Kit,8841,14.2,Registered,Provisioned,2026-01-04
DEV02775,SITE032,USER02202,Cisco 8841,Webex App,15.1,Registered,Pending,2026-05-26
DEV02776,SITE012,USER01317,Cisco 8851,8851,15.0,Registered,Provisioned,2026-08-11
DEV02777,SITE025,USER02084,Cisco 8841,Room Kit,15.0,Registered,Provisioned,2026-06-12
DEV02778,SITE004,USER02351,Cisco 8865,8841,14.3,Registered,Provisioned,2025-12-17
DEV02779,SITE035,USER01560,Cisco 8841,Webex App,15.0,Registered,Failed,2025-12-10
DEV02780,SITE030,USER00744,Cisco 8865,8841,14.4,None,Provisioned,2026-06-23
DEV02781,SITE008,USER00562,Cisco 8865,Room Kit,14.2,None,Failed,2026-08-19
DEV02782,SITE001,USER02128,Room Kit,8865,14.4,Registered,Pending,2026-08-18
DEV02783,SITE018,USER02381,Room Kit,8851,15.0,Registered,Provisioned,2026-02-06
DEV02784,SITE033,USER00983,Cisco 8841,Webex App,14.3,Registered,Provisioned,2026-03-02
DEV02785,SITE009,USER01977,Webex App,Webex App,14.3,Registered,Provisioned,2026-08-16
DEV02786,SITE025,USER00020,Cisco 8865,Webex App,14.4,Registered,Provisioned,2026-01-18
DEV02787,SITE007,USER02034,Room Kit,8865,15.1,Registered,Provisioned,2026-02-13
DEV02788,SITE024,USER01466,Cisco 8851,Webex App,14.2,Registered,Provisioned,2026-01-05
DEV02789,SITE034,USER00972,Cisco 8865,Room Kit,14.3,Registered,Provisioned,2025-12-16
DEV02790,SITE009,USER01401,Cisco 8865,8841,14.2,None,Provisioned,2025-12-02
DEV02791,SITE011,USER02068,Cisco 8865,8865,14.4,Registered,Provisioned,2025-12-24
DEV02792,SITE016,USER00314,Cisco 8851,8841,15.0,Registered,Provisioned,2026-02-24
DEV02793,SITE023,USER02360,Webex App,Webex App,14.4,Unregistered,Provisioned,2026-07-27
DEV02794,SITE003,USER00799,Cisco 8865,8841,14.4,None,Provisioned,2026-01-27
DEV02795,SITE022,USER00212,Cisco 8865,8841,15.0,Unregistered,Pending,2025-11-20
DEV02796,SITE033,USER02084,Cisco 8865,8841,14.2,Registered,Provisioned,2025-11-07
DEV02797,SITE033,USER01854,Cisco 8865,8865,15.0,Unregistered,Provisioned,2025-12-10
DEV02798,SITE035,USER00354,Cisco 8841,Webex App,15.1,Registered,Provisioned,2026-03-14
DEV02799,SITE014,USER02032,Cisco 8851,8851,15.0,Registered,Provisioned,2026-05-26
DEV02800,SITE002,USER00536,Cisco 8851,Webex App,14.4,Registered,Provisioned,2026-03-31
DEV02801,SITE013,USER01796,Room Kit,8865,14.3,Registered,Pending,2026-03-09
DEV02802,SITE016,USER01902,Room Kit,8865,15.0,None,Provisioned,2026-03-01
DEV02803,SITE010,USER00139,Cisco 8851,8841,15.0,Registered,Pending,2026-08-28
DEV02804,SITE004,USER01889,Room Kit,8841,15.1,Registered,Provisioned,2025-12-22
DEV02805,SITE002,USER02329,Cisco 8851,8841,15.1,Unregistered,Provisioned,2026-01-23
DEV02806,SITE013,USER00888,Room Kit,Room Kit,14.4,Registered,Failed,2025-11-28
DEV02807,SITE028,USER01312,Room Kit,Webex App,14.3,Registered,Pending,2025-12-18
DEV02808,SITE009,USER01735,Cisco 8865,8865,14.4,Registered,Provisioned,2026-06-28
DEV02809,SITE029,USER00541,Room Kit,Room Kit,15.1,Registered,Pending,2026-04-11
DEV02810,SITE017,USER01719,Webex App,8841,14.2,Registered,Provisioned,2026-03-09
DEV02811,SITE032,USER00219,Webex App,8865,14.3,Registered,Provisioned,2025-12-17
DEV02812,SITE028,USER01837,Webex App,Webex App,14.2,Registered,Provisioned,2026-07-05
DEV02813,SITE005,USER00671,Cisco 8865,Webex App,14.2,Registered,Provisioned,2026-02-06
DEV02814,SITE010,USER00587,Cisco 8865,8865,14.4,Registered,Provisioned,2026-04-12
DEV02815,SITE031,USER02042,Webex App,8865,14.2,Unregistered,Provisioned,2026-04-03
DEV02816,SITE028,USER01727,Room Kit,8841,14.2,Registered,Pending,2025-11-05
DEV02817,SITE030,USER00305,Webex App,Room Kit,14.2,Unregistered,Provisioned,2026-05-03
DEV02818,SITE029,USER02273,Room Kit,8865,14.3,Registered,Provisioned,2026-08-10
DEV02819,SITE016,USER01916,Cisco 8851,Room Kit,15.1,Registered,Provisioned,2026-02-20
DEV02820,SITE031,USER00204,Cisco 8841,Room Kit,15.1,Unregistered,Provisioned,2026-07-10
DEV02821,SITE029,USER01962,Cisco 8865,8865,14.2,Unregistered,Provisioned,2026-01-12
DEV02822,SITE010,USER00471,Cisco 8841,8851,14.4,Unregistered,Pending,2026-06-09
DEV02823,SITE002,USER02277,Cisco 8865,8841,14.2,None,Provisioned,2025-11-28
DEV02824,SITE010,USER02102,Cisco 8865,8841,14.4,Registered,Provisioned,2025-12-24
DEV02825,SITE001,USER00522,Webex App,8865,15.1,Registered,Provisioned,2025-12-25
DEV02826,SITE020,USER00452,Room Kit,Room Kit,15.0,Unregistered,Provisioned,2026-04-20
DEV02827,SITE015,USER01075,Cisco 8841,8841,14.3,Unregistered,Provisioned,2026-03-22
DEV02828,SITE032,USER00101,Room Kit,8841,14.2,Registered,Provisioned,2026-08-20
DEV02829,SITE024,USER02480,Cisco 8841,8841,15.0,Registered,Provisioned,2026-07-15
DEV02830,SITE015,USER01330,Cisco 8841,8865,14.3,Registered,Provisioned,2025-11-13
DEV02831,SITE016,USER00891,Webex App,Webex App,14.3,Registered,Failed,2026-02-20
DEV02832,SITE025,USER01919,Room Kit,Webex App,14.2,Registered,Provisioned,2026-01-23
DEV02833,SITE021,USER01587,Cisco 8851,8841,14.2,Unregistered,Provisioned,2026-07-24
DEV02834,SITE015,USER01174,Room Kit,Room Kit,14.3,Registered,Provisioned,2025-12-31
DEV02835,SITE035,USER00357,Webex App,8841,14.4,Registered,Provisioned,2026-04-13
DEV02836,SITE012,USER00065,Cisco 8865,8851,14.3,Registered,Provisioned,2026-08-22
DEV02837,SITE024,USER02350,Cisco 8841,8865,14.2,Registered,Provisioned,2026-03-31
DEV02838,SITE007,USER02186,Webex App,8865,14.2,None,Provisioned,2026-08-06
DEV02839,SITE030,USER02412,Cisco 8841,Webex App,15.0,None,Provisioned,2026-06-30
DEV02840,SITE015,USER00217,Cisco 8865,8841,14.4,Registered,Provisioned,2026-05-13
DEV02841,SITE008,USER01199,Room Kit,Room Kit,15.0,Registered,Failed,2026-06-03
DEV02842,SITE012,USER00034,Webex App,Webex App,14.2,Registered,Provisioned,2026-01-10
DEV02843,SITE004,USER02025,Room Kit,8851,14.2,Registered,Provisioned,2026-08-30
DEV02844,SITE028,USER01151,Cisco 8851,Room Kit,14.2,Registered,Provisioned,2026-04-13
DEV02845,SITE021,USER01872,Webex App,8851,14.2,Registered,Provisioned,2026-03-23
DEV02846,SITE007,USER01224,Cisco 8851,Room Kit,14.3,Registered,Provisioned,2026-07-05
DEV02847,SITE023,USER00652,Webex App,Webex App,14.2,None,Provisioned,2026-04-25
DEV02848,SITE010,USER01693,Cisco 8851,Webex App,15.0,Registered,Failed,2026-04-30
DEV02849,SITE012,USER01251,Cisco 8865,8865,15.0,Registered,Provisioned,2026-02-04
DEV02850,SITE020,USER00211,Cisco 8851,8851,14.2,Unregistered,Provisioned,2026-01-09
DEV02851,SITE015,USER01139,Webex App,8865,15.0,Registered,Provisioned,2026-02-25
DEV02852,SITE023,USER01297,Cisco 8851,8841,15.0,Registered,Pending,2026-03-31
DEV02853,SITE031,USER00483,Webex App,Webex App,14.3,Registered,Provisioned,2026-04-02
DEV02854,SITE034,USER01377,Room Kit,8851,14.4,Registered,Provisioned,2026-07-02
DEV02855,SITE003,USER00147,Webex App,8851,14.3,Registered,Pending,2025-11-01
DEV02856,SITE027,USER01448,Webex App,8865,14.4,Registered,Provisioned,2026-01-13
DEV02857,SITE011,USER02294,Webex App,8851,14.3,Registered,Provisioned,2026-02-12
DEV02858,SITE008,USER02463,Webex App,8865,15.1,Unregistered,Failed,2025-11-12
DEV02859,SITE022,USER00375,Webex App,8841,15.0,Registered,Provisioned,2026-07-19
DEV02860,SITE022,USER00080,Cisco 8865,Webex App,14.4,Registered,Provisioned,2026-01-17
DEV02861,SITE014,USER01492,Room Kit,8865,14.4,Registered,Provisioned,2025-12-10
DEV02862,SITE011,USER01744,Cisco 8851,8841,14.2,Registered,Provisioned,2026-08-17
DEV02863,SITE020,USER01292,Cisco 8841,8841,15.1,Unregistered,Provisioned,2026-08-31
DEV02864,SITE035,USER00353,Cisco 8851,Webex App,14.2,Registered,Provisioned,2025-12-29
DEV02865,SITE025,USER02337,Cisco 8865,8865,15.1,Unregistered,Provisioned,2026-05-07
DEV02866,SITE033,USER01236,Room Kit,Webex App,15.1,Registered,Provisioned,2026-01-16
DEV02867,SITE016,USER00614,Cisco 8841,Room Kit,15.0,Registered,Provisioned,2026-03-20
DEV02868,SITE034,USER02009,Cisco 8865,Room Kit,15.1,Registered,Provisioned,2026-08-01
DEV02869,SITE026,USER00705,Room Kit,8841,14.2,Registered,Provisioned,2026-08-11
DEV02870,SITE019,USER00635,Room Kit,8865,14.2,None,Provisioned,2026-02-11
DEV02871,SITE024,USER02158,Cisco 8865,Webex App,15.0,Unregistered,Failed,2025-12-21
DEV02872,SITE004,USER02352,Cisco 8865,Room Kit,14.4,None,Provisioned,2026-07-01
DEV02873,SITE028,USER01103,Cisco 8851,Room Kit,14.2,Unregistered,Provisioned,2026-02-23
DEV02874,SITE017,USER00795,Cisco 8865,8865,15.0,Registered,Provisioned,2026-04-07
DEV02875,SITE030,USER02179,Webex App,8851,14.4,Registered,Failed,2026-01-31
DEV02876,SITE026,USER01848,Webex App,Webex App,15.0,Unregistered,Provisioned,2025-12-24
DEV02877,SITE002,USER01226,Cisco 8851,Room Kit,15.1,None,Provisioned,2026-03-26
DEV02878,SITE023,USER02095,Cisco 8841,Webex App,15.0,None,Provisioned,2026-08-27
DEV02879,SITE026,USER00586,Room Kit,8851,14.4,None,Provisioned,2026-06-02
DEV02880,SITE035,USER00332,Cisco 8865,8841,14.4,Registered,Provisioned,2026-05-15
DEV02881,SITE009,USER00792,Cisco 8865,Room Kit,15.0,Registered,Failed,2026-01-19
DEV02882,SITE011,USER00719,Cisco 8851,8841,14.3,Registered,Provisioned,2026-05-07
DEV02883,SITE008,USER00490,Cisco 8841,Webex App,14.3,Unregistered,Provisioned,2026-07-05
DEV02884,SITE032,USER00131,Room Kit,8841,15.0,Registered,Pending,2026-01-30
DEV02885,SITE029,USER01390,Room Kit,Webex App,14.2,Registered,Provisioned,2026-04-14
DEV02886,SITE010,USER01503,Webex App,8851,14.2,Registered,Provisioned,2026-06-17
DEV02887,SITE030,USER00640,Cisco 8865,Room Kit,14.4,Registered,Provisioned,2025-11-23
DEV02888,SITE002,USER01321,Cisco 8865,Webex App,14.3,Registered,Failed,2025-12-27
DEV02889,SITE003,USER00768,Cisco 8851,8841,15.0,Registered,Provisioned,2026-06-30
DEV02890,SITE008,USER01809,Room Kit,Room Kit,15.0,None,Provisioned,2026-06-29
DEV02891,SITE023,USER01906,Room Kit,8841,14.4,None,Provisioned,2026-01-11
DEV02892,SITE016,USER02089,Room Kit,Room Kit,14.2,Registered,Provisioned,2026-07-20
DEV02893,SITE002,USER00221,Cisco 8841,Webex App,14.4,Unregistered,Pending,2026-01-18
DEV02894,SITE010,USER01425,Cisco 8865,8841,14.3,Registered,Pending,2025-11-26
DEV02895,SITE025,USER01071,Room Kit,Room Kit,14.3,Registered,Provisioned,2025-11-14
DEV02896,SITE015,USER00172,Cisco 8851,Webex App,15.0,Registered,Failed,2026-04-03
DEV02897,SITE031,USER00013,Cisco 8865,Room Kit,15.1,Registered,Provisioned,2026-04-04
DEV02898,SITE004,USER01576,Cisco 8841,Webex App,14.3,Unregistered,Failed,2026-05-04
DEV02899,SITE007,USER01264,Webex App,Room Kit,14.4,Registered,Provisioned,2026-02-18
DEV02900,SITE018,USER01037,Room Kit,8865,14.3,Unregistered,Provisioned,2026-03-10
DEV02901,SITE032,USER00400,Cisco 8851,8841,15.0,Registered,Provisioned,2025-11-09
DEV02902,SITE020,USER01473,Room Kit,8865,14.4,Registered,Provisioned,2026-03-19
DEV02903,SITE022,USER00320,Cisco 8865,8841,15.1,Registered,Provisioned,2026-03-11
DEV02904,SITE023,USER00619,Cisco 8865,Webex App,14.4,Registered,Provisioned,2026-01-18
DEV02905,SITE020,USER01808,Cisco 8851,8851,14.3,Registered,Pending,2026-03-25
DEV02906,SITE007,USER00741,Webex App,8865,14.2,Registered,Provisioned,2026-07-11
DEV02907,SITE011,USER01562,Cisco 8841,8851,14.3,None,Provisioned,2026-07-08
DEV02908,SITE008,USER01278,Cisco 8865,Room Kit,15.1,Registered,Provisioned,2025-12-21
DEV02909,SITE007,USER02399,Cisco 8865,8865,14.2,Registered,Provisioned,2026-02-09
DEV02910,SITE030,USER01216,Cisco 8865,8865,14.3,Registered,Provisioned,2026-08-03
DEV02911,SITE030,USER00537,Webex App,8841,14.3,Registered,Provisioned,2025-12-23
DEV02912,SITE032,USER00355,Cisco 8841,Room Kit,14.4,Registered,Provisioned,2026-06-24
DEV02913,SITE023,USER01004,Cisco 8865,8851,14.4,Registered,Provisioned,2026-05-16
DEV02914,SITE015,USER01951,Cisco 8841,8851,14.3,Registered,Pending,2026-06-18
DEV02915,SITE017,USER02155,Cisco 8851,Room Kit,14.4,Registered,Provisioned,2026-01-15
DEV02916,SITE008,USER00370,Cisco 8865,8851,15.0,Registered,Provisioned,2026-04-03
DEV02917,SITE011,USER01418,Webex App,8841,14.2,Registered,Provisioned,2025-11-24
DEV02918,SITE003,USER00253,Webex App,Room Kit,14.3,Unregistered,Provisioned,2025-11-02
DEV02919,SITE021,USER01550,Cisco 8841,8851,15.1,Registered,Pending,2026-01-29
DEV02920,SITE016,USER02000,Room Kit,8841,14.3,Registered,Provisioned,2026-05-23
DEV02921,SITE011,USER01604,Cisco 8865,Room Kit,14.4,Registered,Failed,2026-01-02
DEV02922,SITE031,USER01013,Cisco 8841,8841,15.0,Registered,Provisioned,2026-02-03
DEV02923,SITE013,USER02253,Cisco 8865,8851,15.0,Unregistered,Provisioned,2025-11-12
DEV02924,SITE032,USER02374,Room Kit,8841,15.1,Registered,Provisioned,2026-06-22
DEV02925,SITE026,USER02022,Cisco 8851,8851,14.2,Registered,Provisioned,2026-01-25
DEV02926,SITE029,USER01955,Room Kit,Webex App,14.4,Registered,Provisioned,2025-12-02
DEV02927,SITE006,USER01136,Cisco 8841,Webex App,15.0,Registered,Provisioned,2026-06-25
DEV02928,SITE005,USER01503,Webex App,8865,15.0,Unregistered,Provisioned,2026-08-22
DEV02929,SITE023,USER01294,Cisco 8841,8851,15.1,Registered,Provisioned,2026-03-17
DEV02930,SITE022,USER01453,Cisco 8865,8851,14.4,Unregistered,Provisioned,2026-06-24
DEV02931,SITE023,USER00092,Webex App,8841,15.0,Registered,Provisioned,2026-07-04
DEV02932,SITE014,USER01647,Cisco 8865,8841,14.3,Unregistered,Provisioned,2026-01-10
DEV02933,SITE020,USER01793,Cisco 8841,Webex App,15.0,None,Pending,2025-12-23
DEV02934,SITE025,USER01807,Room Kit,8865,14.3,Unregistered,Provisioned,2026-05-03
DEV02935,SITE019,USER00600,Cisco 8851,8865,14.4,Registered,Provisioned,2026-04-17
DEV02936,SITE035,USER02084,Webex App,8841,14.2,None,Provisioned,2026-02-16
DEV02937,SITE010,USER01140,Cisco 8865,8865,14.4,Registered,Provisioned,2026-04-03
DEV02938,SITE009,USER00813,Cisco 8841,8865,14.2,Registered,Provisioned,2026-07-14
DEV02939,SITE007,USER00523,Room Kit,8851,14.2,Unregistered,Provisioned,2026-02-11
DEV02940,SITE033,USER01183,Cisco 8841,8851,15.0,Registered,Provisioned,2026-07-04
DEV02941,SITE030,USER02382,Room Kit,8851,15.1,Unregistered,Provisioned,2026-06-03
DEV02942,SITE035,USER02344,Room Kit,Webex App,15.0,Registered,Provisioned,2026-02-10
DEV02943,SITE026,USER00548,Room Kit,Room Kit,14.4,Unregistered,Pending,2026-07-29
DEV02944,SITE016,USER01918,Webex App,8851,15.0,Registered,Provisioned,2026-03-12
DEV02945,SITE005,USER01593,Cisco 8865,8865,14.3,Unregistered,Provisioned,2025-11-17
DEV02946,SITE011,USER00041,Cisco 8851,Webex App,14.4,Registered,Provisioned,2026-08-21
DEV02947,SITE029,USER02022,Webex App,8841,14.3,Registered,Provisioned,2026-05-23
DEV02948,SITE034,USER01415,Room Kit,Webex App,15.1,Registered,Provisioned,2026-04-14
DEV02949,SITE021,USER00267,Cisco 8865,8851,14.2,Registered,Provisioned,2026-02-17
DEV02950,SITE032,USER00789,Room Kit,8841,15.1,Registered,Provisioned,2025-12-17
